price,latitude,longitude,host_response_rate,host_acceptance_rate,host_listings_count,host_total_listings_count,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,accommodates,bathrooms,bedrooms,beds,availability_30,availability_60,availability_90,availability_365,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,host_is_superhost,host_identity_verified,host_has_profile_pic,instant_bookable,has_availability,host_response_time,room_type,phone,work_email,email,brooklyn,manhattan,queens,bronx,staten_island,host_since_days_since,first_review_days_since,last_review_days_since,no_review,air_conditioning,tv,streaming_services,refrigerator,microwave,wifi,parking,gym,water_view,kitchen,neighbourhood_price
1,40.76902,-73.92191,80.0,100.0,2.0,6.0,2,0,2,0,2,1.0,1.0,1.0,0,12,41,41,30,60,28,0,0,4.68,4.86,4.36,4.93,4.89,4.86,4.64,0.39,0,1,1,1,1,2,1,1,0,0,0,0,1,0,0,2280,2219.0,463.0,0,0,0,0,1,0,1,1,0,0,1,1.6768292682926829
4,40.75186369864849,-73.97165337600617,99.0,63.0,2682.0,3243.0,40,40,0,0,4,1.0,1.0,2.0,4,22,49,319,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1034,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,3.9859154929577465
0,40.86439,-73.92219,95.0,69.0,259.0,294.0,216,2,213,1,2,2.0,1.0,1.0,9,37,37,37,30,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,2315,1385.667299530936,382.2577618941255,1,0,0,0,0,0,1,0,0,0,1,1.3846153846153846
4,40.8034488,-73.9465201,100.0,99.0,1.0,1.0,1,1,0,0,3,1.0,1.0,1.0,2,3,20,267,1,365,39,39,7,4.97,4.95,4.74,4.9,5.0,4.97,4.9,6.06,1,1,1,1,1,3,3,1,0,1,0,1,0,0,0,356,273.0,91.0,0,1,0,0,1,0,0,1,0,0,1,1.9365351629502572
3,40.68714,-73.91556,100.0,97.0,6.0,10.0,2,2,0,0,5,2.0,3.0,3.0,0,0,0,119,30,365,184,11,0,4.68,4.73,4.7,4.89,4.9,4.57,4.66,2.42,0,1,1,0,1,3,3,1,0,1,1,0,0,0,0,4137,2364.0,117.0,0,1,1,0,1,1,1,1,0,0,1,1.4621848739495797
5,40.70675,-73.89751,100.0,76.0,10.0,10.0,10,10,0,0,5,1.0,2.0,2.0,0,14,44,319,30,120,43,3,0,4.93,4.95,4.95,4.95,4.93,4.84,4.65,1.8,1,1,1,0,1,3,3,1,0,1,0,0,1,0,0,4020,798.0,149.0,0,0,0,0,0,1,1,1,0,0,1,1.2307692307692308
2,40.80924,-73.94368,91.2799962938942,78.69644493311343,1.0,1.0,1,0,1,0,2,1.0,1.0,1.0,30,60,90,180,30,1125,70,0,0,4.94,4.97,4.94,4.99,4.97,4.93,4.9,0.94,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,2973,2319.0,809.0,0,1,0,0,1,1,1,1,1,0,1,1.9365351629502572
2,40.73820727720397,-73.97994035801727,100.0,44.0,2.0,2.0,2,2,0,0,2,1.0,1.0,1.0,0,0,0,168,30,365,3,2,0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,0.18,0,0,1,0,1,1,3,1,0,0,0,1,0,0,0,1956,591.0,112.0,0,1,1,0,1,1,1,0,0,0,1,3.246153846153846
1,40.87580826505723,-73.88273986629326,100.0,80.0,3.0,6.0,3,1,2,0,4,1.0,1.0,3.0,4,34,64,92,30,120,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,1,1,0,1,3,3,1,0,1,0,0,0,1,0,774,94.0,94.0,0,1,1,0,1,1,1,0,0,0,1,1.3571428571428572
3,40.61881,-74.03238,100.0,100.0,52.0,55.0,52,50,2,0,2,1.0,0.0,1.0,13,23,44,130,1,29,5,5,2,4.4,4.6,5.0,5.0,4.8,5.0,4.6,1.97,0,1,1,1,1,3,1,1,0,1,1,0,0,0,0,847,156.0,92.0,0,1,1,0,0,1,1,0,0,0,0,2.7719298245614037
3,40.78069,-73.9532,100.0,98.0,21.0,37.0,18,18,0,0,4,1.0,2.0,2.0,11,41,71,346,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,3400,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,2.825
4,40.7424,-73.9782,100.0,100.0,8.0,9.0,8,8,0,0,4,1.0,1.0,1.0,3,3,3,39,4,365,6,6,0,4.17,4.33,4.17,4.33,4.33,4.33,4.0,1.49,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,560,200.0,125.0,0,1,1,0,1,1,1,0,0,0,1,3.246153846153846
1,40.67134,-73.87862,100.0,100.0,4.0,4.0,4,4,0,0,4,1.0,1.0,2.0,0,0,0,243,30,90,232,3,0,4.74,4.84,4.75,4.9,4.96,4.66,4.77,3.4,1,0,1,0,1,2,3,1,0,1,1,0,0,0,0,2136,2128.0,179.0,0,1,1,0,1,1,1,1,0,0,1,2.1020408163265305
3,40.70371,-74.00684,92.0,86.0,95.0,126.0,91,91,0,0,4,1.0,2.0,2.0,5,35,65,340,30,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,4522,1385.667299530936,382.2577618941255,1,1,0,0,1,0,1,0,0,0,1,4.306976744186047
2,40.68116,-73.92979,91.2799962938942,71.0,1.0,1.0,1,1,0,0,6,1.0,2.0,3.0,22,23,23,265,30,60,203,1,0,4.81,4.89,4.58,4.97,4.97,4.64,4.83,1.44,0,1,1,0,1,0,3,1,1,1,1,0,0,0,0,4339,4302.0,266.0,0,0,0,0,1,1,1,1,0,0,1,1.8409785932721712
0,40.73871,-73.87765,95.0,69.0,259.0,294.0,216,2,213,1,1,1.0,1.0,1.0,26,54,54,54,30,1125,13,2,0,4.54,4.54,3.92,4.62,4.38,4.77,4.46,0.2,0,1,1,0,1,2,1,1,0,1,0,0,1,0,0,2315,1988.0,289.0,0,0,0,0,0,0,1,0,0,0,1,1.2894736842105263
3,40.74271,-74.00052,100.0,100.0,1.0,1.0,1,0,1,0,1,1.0,1.0,2.0,0,30,60,147,30,90,2,2,0,4.5,5.0,4.0,5.0,4.5,4.5,4.5,0.17,0,1,1,0,1,2,1,1,0,1,0,1,0,0,0,3256,440.0,367.0,0,1,0,1,0,1,0,1,0,0,1,3.5985130111524164
2,40.679171308467176,-73.92120698891736,100.0,99.0,4.0,6.0,2,0,2,0,1,1.5,1.0,1.0,0,14,44,132,1,28,41,41,3,4.95,4.95,5.0,5.0,4.95,4.83,4.95,4.47,1,1,1,0,1,3,1,1,0,1,1,0,0,0,0,968,355.0,92.0,0,1,1,0,1,1,1,1,0,0,1,1.8409785932721712
5,40.746752914977165,-73.98564336864793,100.0,70.0,4396.0,5212.0,330,330,0,0,2,1.0,1.0,1.0,28,58,88,363,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1003,1385.667299530936,382.2577618941255,1,1,0,0,0,0,1,0,0,0,0,3.9859154929577465
1,40.73496,-73.90593,100.0,89.0,1.0,2.0,1,0,1,0,2,1.5,1.0,1.0,3,21,43,72,4,60,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.68,0,0,1,0,1,2,1,1,0,0,0,0,1,0,0,3743,124.0,124.0,0,1,0,0,1,0,1,1,0,0,1,1.5
2,40.77876,-73.84454,100.0,100.0,1.0,1.0,1,1,0,0,2,1.0,1.0,1.0,2,9,39,39,5,25,4,4,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.16,0,1,1,0,1,3,3,1,0,1,0,0,1,0,0,174,117.0,95.0,0,1,1,0,1,1,1,1,0,0,0,2.142857142857143
3,40.7727,-73.95575,99.0,58.0,61.0,110.0,61,61,0,0,3,1.0,1.0,1.0,24,54,66,66,30,365,1,0,0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,0.07,0,1,1,0,1,3,3,1,0,0,0,1,0,0,0,3582,522.0,522.0,0,1,1,0,1,1,1,1,0,0,1,2.825
1,40.68442735901731,-73.96426323191972,100.0,100.0,3.0,3.0,3,0,3,0,1,1.0,1.0,1.0,5,33,33,184,30,93,23,16,0,4.91,4.96,4.78,4.96,5.0,5.0,5.0,1.21,1,1,1,0,1,3,1,1,0,1,1,0,0,0,0,3177,650.0,189.0,0,0,0,0,1,1,1,1,0,0,1,2.541176470588235
5,40.704903,-74.006416,99.0,99.0,15.0,15.0,15,15,0,0,4,1.0,2.0,2.0,13,43,73,253,1,1125,63,14,2,4.67,4.68,4.79,4.87,4.75,4.78,4.52,1.85,1,1,1,1,1,3,3,1,0,0,0,1,0,0,0,1185,1099.0,99.0,0,1,0,0,1,1,1,0,0,0,1,4.306976744186047
0,40.81831,-73.88798,100.0,54.0,5.0,7.0,5,0,5,0,1,1.0,1.0,1.0,0,0,22,112,30,365,1,1,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,0.83,1,1,1,0,1,3,1,1,0,1,0,0,0,1,0,4734,115.0,115.0,0,1,1,0,1,0,1,0,0,0,1,0.2857142857142857
1,40.75037469999999,-73.99637609999999,96.0,94.0,103.0,108.0,101,101,0,0,1,1.0,0.0,1.0,0,0,0,143,30,183,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,1,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3455,1385.667299530936,382.2577618941255,1,1,0,0,0,1,1,1,0,0,0,3.5985130111524164
4,40.7475953,-73.9771396,91.2799962938942,78.69644493311343,1.0,1.0,1,1,0,0,2,1.0,1.0,2.0,30,60,90,270,180,180,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,0,3,1,1,1,0,1,0,0,0,3717,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,3.478021978021978
2,40.74754,-73.98741,93.0,95.0,707.0,2453.0,73,0,0,0,2,1.0,1.0,1.0,28,58,88,357,1,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,2,1,0,1,0,1,0,0,0,3624,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,1,0,0,3.9859154929577465
0,40.83674,-73.85827,100.0,100.0,2.0,2.0,2,0,1,1,2,1.0,1.0,1.0,0,0,0,233,30,1125,101,7,0,4.52,4.51,4.3,4.69,4.68,4.58,4.44,1.36,1,1,1,0,1,3,1,1,0,1,0,0,0,1,0,2684,2303.0,116.0,0,0,0,1,1,1,0,1,0,0,1,1.125
5,40.7399363,-73.9789488,100.0,96.0,4494.0,4784.0,876,876,0,0,4,1.0,2.0,2.0,0,0,0,191,31,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,3,1,1,1,0,1,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,3.246153846153846
1,40.75358084171499,-73.99081117564822,96.0,68.0,10.0,11.0,4,0,4,0,3,2.0,1.0,1.0,12,42,72,252,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,1,1,1,0,1,2,1,1,0,1,0,1,0,0,0,522,1385.667299530936,382.2577618941255,1,1,1,0,1,0,1,0,0,0,1,3.9859154929577465
0,40.7995,-73.9377,100.0,95.0,2.0,2.0,2,0,2,0,2,1.0,1.0,1.0,0,0,3,278,30,365,14,11,1,4.43,4.5,4.5,4.79,4.71,4.5,4.29,1.03,0,1,1,0,1,3,1,1,0,1,0,1,0,0,0,1273,489.0,100.0,0,1,1,0,0,0,1,1,0,0,1,2.0129310344827585
1,40.75931293247008,-73.99526028472906,0.0,0.0,1.0,1.0,1,0,1,0,1,1.0,1.0,1.0,5,27,57,332,30,35,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,4415,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,3.134851138353765
1,40.7451,-73.86488,75.0,100.0,2.0,2.0,2,0,2,0,1,1.0,1.0,1.0,24,54,84,174,30,30,16,7,0,4.69,4.94,4.94,4.75,4.94,4.31,4.81,1.14,1,1,1,0,1,2,1,1,0,1,0,0,1,0,0,1189,501.0,405.0,0,0,1,0,1,1,1,1,0,0,0,0.9705882352941176
5,40.71533,-74.00851,98.0,100.0,89.0,764.0,88,46,42,0,4,2.0,0.0,2.0,1,12,27,260,1,1125,14,3,0,4.86,4.86,4.79,4.93,4.79,4.79,4.64,0.45,0,1,1,1,1,3,1,1,1,1,0,1,0,0,0,2239,1015.0,112.0,0,1,1,0,0,0,0,0,0,0,0,4.5
4,40.74556,-73.95603,91.2799962938942,78.69644493311343,1.0,2.0,1,1,0,0,2,1.0,0.0,1.0,0,0,0,215,30,365,4,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.12,0,1,1,0,1,0,3,1,0,1,0,0,1,0,0,4480,1085.0,884.0,0,0,1,0,1,1,1,1,0,0,1,2.362962962962963
2,40.66206,-73.99336,100.0,100.0,1.0,1.0,1,1,0,0,4,1.0,2.0,3.0,3,33,63,338,30,1125,72,9,1,4.47,4.51,4.46,4.75,4.75,4.6,4.43,1.77,0,1,1,1,1,3,3,1,0,1,1,0,0,0,0,2239,1300.0,103.0,0,1,1,0,1,0,1,0,0,0,1,1.768421052631579
1,40.82663,-73.93768,91.2799962938942,100.0,1.0,3.0,1,0,1,0,2,1.0,1.0,1.0,0,3,33,308,30,1125,14,0,0,4.79,4.86,4.79,4.93,4.93,4.64,4.86,0.22,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,1977,1961.0,908.0,0,0,1,0,1,0,1,1,0,0,1,1.9365351629502572
2,40.78508,-73.95228,100.0,83.0,75.0,81.0,74,72,2,0,3,1.0,0.0,2.0,14,29,59,334,30,365,6,2,0,4.5,4.83,4.33,4.83,5.0,5.0,4.33,0.16,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,3662,1181.0,265.0,0,1,1,0,0,0,1,0,0,0,1,2.825
3,40.67095,-73.88593,100.0,95.0,2.0,2.0,2,1,0,1,2,1.0,1.0,1.0,30,60,90,365,30,90,16,5,0,4.94,4.88,4.94,4.94,5.0,4.63,4.63,0.96,1,1,1,0,1,3,0,1,0,1,1,0,0,0,0,660,582.0,412.0,0,1,1,0,0,0,1,0,0,0,1,2.1020408163265305
5,40.7056,-74.00878,100.0,96.0,4494.0,4784.0,876,876,0,0,2,1.0,1.0,1.0,0,0,0,230,31,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,3,1,1,1,0,1,0,0,0,2900,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,4.306976744186047
5,40.753560575131296,-73.97176419855113,100.0,100.0,6.0,9.0,4,3,1,0,4,1.0,1.0,1.0,0,0,0,4,3,3,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,3,3,1,0,1,0,1,0,0,0,1039,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,0,0,1,3.9859154929577465
3,40.7149,-73.94475,100.0,50.0,1.0,2.0,1,1,0,0,1,1.0,1.0,1.0,0,0,0,78,30,60,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,1,3,1,0,1,1,0,0,0,0,3443,1385.667299530936,382.2577618941255,1,1,0,0,0,0,1,0,0,0,1,2.7847358121330723
1,40.63021,-73.9617,91.2799962938942,78.69644493311343,1.0,1.0,1,0,1,0,2,1.0,1.0,1.0,23,53,83,358,30,31,93,0,0,4.6,4.84,4.57,4.88,4.91,4.71,4.7,0.97,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,3770,2953.0,1833.0,0,0,0,0,1,1,1,1,0,0,1,1.4966442953020134
5,40.7374,-74.0027,100.0,55.0,1.0,2.0,1,1,0,0,3,1.0,2.0,2.0,0,2,2,267,30,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.26,0,1,1,0,1,2,3,1,0,0,0,1,0,0,0,4181,194.0,194.0,0,1,1,0,0,0,1,0,0,0,1,4.082644628099174
1,40.74555,-73.90949,0.0,78.69644493311343,170.0,182.0,170,48,122,0,1,1.5,1.0,1.0,30,60,90,270,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,646,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,1.1596638655462186
0,40.74177551269531,-73.97706604003906,99.0,71.0,170.0,345.0,130,130,0,0,2,1.0,1.0,1.0,4,34,64,339,30,1125,13,6,0,4.92,4.92,4.85,4.92,4.92,5.0,4.54,0.36,0,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3188,1150.0,116.0,0,1,1,0,1,1,1,0,0,0,1,3.246153846153846
1,40.76288,-73.86923,100.0,44.0,3.0,5.0,3,1,2,0,3,1.0,1.0,2.0,30,60,90,180,30,180,68,2,0,4.66,4.69,4.65,4.84,4.84,4.71,4.63,1.01,0,1,1,0,1,2,1,1,0,1,0,0,1,0,0,2240,2108.0,167.0,0,1,0,0,1,1,1,1,0,0,1,1.8888888888888888
1,40.67059,-73.92287,100.0,100.0,5.0,5.0,5,0,5,0,1,3.0,1.0,1.0,0,21,51,236,30,1125,25,4,0,4.96,5.0,4.92,5.0,5.0,4.52,4.96,0.38,1,1,1,0,1,3,1,1,0,1,1,0,0,0,0,5460,2057.0,231.0,0,0,0,1,1,1,1,1,0,0,1,2.1127450980392157
3,40.68102,-73.99407,100.0,94.0,1.0,2.0,1,0,1,0,2,1.0,1.0,1.0,3,12,35,35,4,90,138,22,2,4.88,4.87,4.89,4.95,4.93,4.96,4.84,2.14,1,1,1,0,1,2,1,1,0,1,1,0,0,0,0,4486,2015.0,97.0,0,1,0,0,1,0,1,1,0,0,1,3.652173913043478
0,40.78337,-73.85403,100.0,87.0,3.0,4.0,3,0,3,0,1,2.0,1.0,1.0,18,48,78,353,30,365,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.14,1,1,1,0,1,3,1,1,0,1,0,0,1,0,0,2745,292.0,292.0,0,0,1,0,1,1,1,0,0,0,1,2.142857142857143
1,40.6818372,-73.8038935,100.0,0.0,1.0,1.0,1,1,0,0,3,1.0,1.0,2.0,23,53,83,358,30,365,16,0,0,5.0,4.94,5.0,4.88,5.0,4.81,4.94,0.63,0,1,1,0,1,3,3,1,0,1,0,0,1,0,0,1784,839.0,452.0,0,1,1,0,1,1,1,1,0,0,1,1.6390977443609023
4,40.74945,-73.97829,96.0,97.0,1668.0,9019.0,45,7,0,0,4,1.0,1.0,2.0,0,0,0,5,1,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,2,1,0,1,0,1,0,0,0,2467,1385.667299530936,382.2577618941255,1,1,1,0,1,0,1,0,1,0,0,3.478021978021978
3,40.77517,-73.98163,100.0,53.0,45.0,47.0,8,8,0,0,2,1.0,1.0,1.6042267050912584,0,0,0,229,30,1125,8,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.22,1,1,1,0,1,2,3,1,0,1,0,1,0,0,0,3531,1150.0,228.0,0,1,1,0,1,0,1,0,0,0,1,3.020408163265306
2,40.7671997,-73.9235089,0.0,78.69644493311343,170.0,182.0,170,48,122,0,2,1.0,1.0,1.0,29,59,89,269,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,0,1,1,0,1,0,0,1,0,0,646,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,1,0,0,1,1.6768292682926829
3,40.82961,-73.9413,91.2799962938942,78.69644493311343,1.0,1.0,1,0,1,0,2,1.0,1.0,1.0,30,60,90,90,30,1125,69,6,0,4.87,4.9,4.84,4.88,4.99,4.72,4.65,0.78,0,1,1,0,1,0,1,1,1,1,0,1,0,0,0,3565,2733.0,379.0,0,0,0,0,1,1,0,1,0,0,1,1.9365351629502572
2,40.7288142,-73.9884891,100.0,100.0,1.0,2.0,1,1,0,0,2,1.0,1.0,1.0,0,0,0,85,30,1125,2,2,1,5.0,5.0,4.5,5.0,5.0,5.0,5.0,1.13,0,1,1,1,1,3,3,1,0,1,0,1,0,0,0,4330,132.0,97.0,0,1,1,0,1,1,1,0,0,0,1,3.291512915129151
5,40.78288,-73.97964,98.0,88.0,2950.0,5154.0,243,3,3,0,4,2.0,2.0,2.0,16,42,71,343,1,1125,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,3,2,1,0,1,0,1,0,0,0,643,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,1,0,0,3.020408163265306
1,40.64909,-73.96118,91.2799962938942,50.0,1.0,5.0,1,0,1,0,5,1.0,1.0,2.0,30,60,90,365,30,1125,112,3,0,4.81,4.78,4.77,4.92,4.98,4.61,4.68,0.87,1,1,1,0,1,0,1,1,0,1,1,0,0,0,0,4107,3959.0,432.0,0,1,0,0,1,1,1,1,0,0,1,1.4966442953020134
0,40.69621,-73.92047,99.0,23.0,727.0,1336.0,719,0,719,0,1,1.0,1.0,1.0,30,60,90,365,30,365,1,0,0,5.0,3.0,2.0,2.0,3.0,5.0,5.0,0.04,0,1,1,0,1,3,1,1,0,1,1,0,0,0,0,4488,847.0,847.0,0,0,0,0,1,0,1,0,0,0,1,1.4621848739495797
2,40.70725,-73.78822,100.0,100.0,1.0,1.0,1,0,1,0,2,1.0,1.0,2.0,1,9,36,307,1,120,130,49,3,4.92,4.95,4.95,4.95,4.9,4.54,4.8,5.79,1,1,1,0,1,3,1,1,0,1,0,0,1,0,0,1787,753.0,98.0,0,0,0,0,1,1,0,1,0,0,1,1.6390977443609023
2,40.74709,-73.92056,91.2799962938942,78.69644493311343,2.0,2.0,2,1,1,0,1,1.0,1.0,1.0,25,55,85,360,30,365,4,0,0,5.0,5.0,5.0,4.75,5.0,5.0,5.0,0.03,0,0,1,0,1,0,3,1,0,1,0,0,1,0,0,4577,4347.0,748.0,0,0,1,0,1,1,1,1,0,0,1,1.7613636363636365
3,40.67981185814616,-73.79420537705214,100.0,96.0,5.0,21.0,5,5,0,0,10,2.0,4.0,4.0,0,3,33,213,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,0,1,2,3,1,0,1,0,0,1,0,0,4493,1385.667299530936,382.2577618941255,1,1,1,0,0,0,1,0,0,0,1,1.6390977443609023
5,40.757389190301645,-73.98311529786228,80.0,100.0,24.0,34.0,24,24,0,0,4,1.0,2.0,2.0,30,60,90,227,30,365,0,0,0,4.71744248380612,4.741474201474201,4.679155684610231,4.825063658700023,4.808426401608219,4.719873785323355,4.604910654456109,1.2494527585436677,0,1,1,1,1,2,3,1,0,1,0,1,0,0,0,1258,1385.667299530936,382.2577618941255,1,1,1,0,1,1,1,0,1,0,1,4.108433734939759
4,40.71291500039569,-73.95864349765071,100.0,95.0,2.0,2.0,1,1,0,0,4,1.5,2.0,3.0,24,28,58,117,30,180,12,3,0,4.92,4.75,4.92,4.92,4.83,4.92,4.67,0.1,1,1,1,0,1,3,3,1,0,1,1,0,0,0,0,5216,3827.0,116.0,0,1,0,0,1,1,1,1,0,0,1,2.7847358121330723
4,40.75044,-73.99576,100.0,97.0,27.0,27.0,27,1,26,0,1,0.0,1.0,1.0,4,17,43,294,1,180,1,1,0,1.0,2.0,1.0,3.0,4.0,3.0,1.0,0.36,0,1,1,0,1,3,1,1,0,1,0,1,0,0,0,1396,162.0,162.0,0,1,0,0,1,1,1,1,0,0,1,3.5985130111524164
4,40.61169,-74.08928,100.0,0.0,1.0,1.0,1,1,0,0,7,2.0,4.0,5.0,29,59,89,364,30,1125,136,6,0,4.97,4.96,4.96,4.98,4.98,4.7,4.95,2.98,1,1,1,0,1,3,3,1,0,1,0,0,0,0,1,1467,1449.0,324.0,0,1,0,0,1,1,1,1,0,0,1,4.0
5,40.76557,-73.98212,60.0,12.0,3.0,3.0,1,0,1,0,4,2.0,1.0,2.0,22,52,82,352,2,2,1,1,0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.27,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,3332,192.0,192.0,0,1,1,0,0,0,1,0,0,0,1,3.9859154929577465
2,40.7606,-73.98883,95.0,42.0,45.0,57.0,44,44,0,0,4,1.0,0.0,2.0,1,1,1,242,30,365,4,1,1,4.75,5.0,4.5,5.0,5.0,4.5,4.75,0.18,1,1,1,0,1,2,3,1,0,1,0,1,0,0,0,1410,751.0,110.0,0,1,1,0,1,0,1,0,0,0,1,3.134851138353765
3,40.7542,-73.99554,70.0,32.0,1.0,3.0,1,1,0,0,2,1.0,2.0,2.0,0,29,59,334,30,150,72,2,1,4.88,4.83,4.92,4.83,4.88,4.86,4.78,0.85,1,1,1,0,1,2,3,1,0,1,0,1,0,0,0,2644,2631.0,104.0,0,1,1,0,1,1,1,0,0,0,1,3.134851138353765
1,40.75744,-73.91966,100.0,93.0,3.0,3.0,3,0,3,0,2,1.0,1.0,1.0,19,49,79,354,30,1125,40,9,1,4.93,4.95,4.83,4.8,4.45,4.9,4.83,1.92,1,0,1,1,1,3,1,1,0,1,0,0,1,0,0,1833,706.0,101.0,0,1,1,0,1,1,1,1,0,0,1,1.6768292682926829
2,40.67164,-73.94659,100.0,50.0,2.0,2.0,2,2,0,0,1,1.0,0.0,1.0,0,0,28,303,30,365,4,1,0,5.0,5.0,4.0,5.0,5.0,4.25,4.75,0.12,0,1,1,0,1,2,3,1,0,1,1,0,0,0,0,1612,1096.0,112.0,0,0,0,0,0,1,1,1,0,0,1,2.1127450980392157
